Number of reviews,Last Review Date,Review Scores Rating,Review Scores Accuracy,Review Scores Cleanliness,Review Scores Checkin,Review Scores Communication,Review Scores Location,Review Scores Value,Reviews per month
19,6/26/17,95,10,10,10,10,10,10,0.46
5,2005-08-16,88,8,9,9,9,8,9,0.21
48,2011-05-17,93,10,10,10,10,9,9,2.43
7,8/15/16,80,8,7,8,9,10,9,0.42
25,8/27/17,97,10,10,10,10,9,9,0.58
3,2011-08-17,87,10,9,10,10,9,9,1.58
15,10/13/17,91,9,9,9,10,9,9,1.14
9,8/20/17,87,8,9,9,9,9,9,0.55
2,2004-09-17,90,10,10,10,10,9,9,0.11
1,2001-03-16,100,10,10,10,10,10,10,0.04
0,,,,,,,,,
18,10/16/17,99,10,10,10,10,9,10,2.18
156,2011-04-17,97,10,10,10,10,9,9,2.16
8,7/27/17,93,10,9,10,10,9,9,1.3
10,2005-04-17,92,10,9,10,10,9,9,0.52
1,2010-10-15,100,8,10,10,8,8,10,0.04
12,10/24/16,93,10,10,10,10,9,9,0.32
7,10/15/17,91,9,9,9,9,9,9,1.04
12,11/26/17,92,9,10,9,9,9,9,0.47
12,5/31/17,98,10,10,10,10,9,10,0.4
3,2005-08-16,100,10,10,10,10,9,9,0.13
1,2008-01-16,80,10,10,10,10,8,10,0.06
26,5/31/17,91,9,9,10,10,9,9,0.5
5,10/22/17,100,10,10,10,10,10,10,0.69
12,2011-12-17,85,9,9,10,10,9,9,2.98
111,2011-05-17,91,9,9,10,10,9,9,2.81
2,8/17/17,100,10,9,10,10,10,10,0.5
23,1/29/17,91,9,9,9,9,9,9,0.56
3,2010-08-17,93,9,10,8,9,9,8,1.14
21,10/19/15,98,10,10,10,10,10,10,0.55
2,10/30/14,80,8,10,9,9,10,8,0.05
9,8/21/17,93,10,9,10,10,9,9,0.54
7,10/15/17,100,10,10,10,10,10,9,0.85
7,11/19/17,97,9,9,10,9,10,10,2.92
34,10/30/17,97,10,10,10,10,9,10,0.8
1,2001-02-17,80,10,10,10,10,10,10,0.09
3,2005-08-17,93,10,10,10,10,10,9,0.23
14,9/19/17,94,10,9,10,10,9,9,0.28
35,2011-05-17,93,10,9,10,10,10,9,1.24
1,8/28/17,100,8,10,8,8,10,8,0.3
33,2012-03-17,96,10,10,10,10,9,9,3.34
18,2008-10-17,94,10,10,10,10,9,9,0.77
23,2011-12-17,91,9,10,10,10,9,8,1.17
2,2010-08-17,100,10,9,10,10,10,10,0.3
8,8/27/17,100,10,10,10,10,9,10,0.42
4,2005-07-17,90,10,10,10,10,9,10,0.22
8,5/21/17,88,9,9,8,9,9,9,0.98
3,11/21/17,100,9,10,10,10,9,9,1.73
3,11/26/16,93,9,9,9,10,9,9,0.18
7,2007-05-17,100,10,10,10,9,10,9,0.22
42,2011-05-17,89,9,9,10,10,9,9,1.08
26,11/26/17,96,9,10,10,10,10,9,3.07
10,5/31/17,94,10,10,10,10,9,9,0.51
18,2003-12-17,92,10,9,10,10,9,9,0.96
37,8/20/17,93,10,10,10,10,9,9,0.88
8,2001-08-17,98,10,10,10,10,9,9,0.43
8,11/27/17,97,10,10,9,10,9,9,1.37
4,2001-01-17,95,10,8,10,10,9,10,0.14
26,6/29/17,99,10,10,10,10,9,10,0.52
2,9/17/17,100,10,10,10,10,9,9,0.26
16,2009-03-17,90,9,8,10,9,10,9,0.92
21,8/18/17,98,10,10,10,10,10,9,1.19
30,7/13/17,99,10,10,10,10,10,10,0.85
19,10/29/17,100,10,10,10,10,9,9,1.11
10,2010-01-17,94,10,9,10,10,9,9,0.55
0,,,,,,,,,
28,10/30/17,96,10,9,10,10,9,9,1.36
27,7/31/17,94,10,9,10,10,9,9,1.31
2,10/29/17,90,9,9,9,9,9,9,1.36
5,8/20/17,100,10,10,10,10,10,10,0.63
7,2006-06-17,100,10,10,10,10,10,9,0.58
4,10/22/17,100,10,10,10,10,10,10,0.41
1,2001-02-16,100,10,10,10,10,10,8,0.04
12,4/18/17,94,10,10,10,10,9,9,0.27
5,5/28/17,92,10,9,10,10,9,10,0.36
6,2004-02-17,90,10,10,10,10,10,10,0.53
11,2009-09-17,96,10,9,10,10,10,10,1.98
4,9/24/17,80,9,7,9,9,8,9,0.3
12,2010-07-17,98,10,9,9,10,9,9,0.42
6,10/22/17,93,9,10,10,10,9,9,0.44
10,11/26/17,98,10,10,10,10,9,9,2.03
157,11/23/17,96,10,10,10,10,9,9,4.83
13,11/25/17,100,10,10,9,10,10,10,0.83
41,2011-06-17,95,9,10,10,10,9,9,1.47
5,10/31/17,90,10,9,10,10,10,9,1.24
28,2009-02-17,99,10,10,10,10,10,10,0.9
4,2005-02-17,80,9,9,7,10,9,8,0.47
2,10/30/17,100,10,10,10,10,10,10,0.83
0,,,,,,,,,
33,11/18/17,95,10,9,10,10,9,9,1.15
15,11/17/17,97,10,10,10,10,9,10,0.93
34,11/19/17,99,10,10,10,10,10,10,2.04
18,2010-02-17,100,10,10,10,10,10,10,0.43
47,3/17/17,94,10,10,10,10,10,9,1.86
0,,,,,,,,,
16,11/19/16,99,10,10,10,10,10,10,0.94
16,10/15/17,97,10,9,10,10,9,9,0.86
0,,,,,,,,,
7,2010-01-17,89,9,10,9,9,9,9,2.23
26,11/19/17,97,10,10,10,10,10,9,1.11
14,7/30/17,94,10,9,10,10,9,10,1.98
7,2007-07-17,86,9,9,9,9,9,9,0.97
10,11/19/17,100,10,10,10,10,10,9,2.94
1,2005-01-17,100,10,10,10,10,10,10,0.13
79,10/22/17,82,9,8,9,9,10,8,1.95
1,2011-03-17,100,10,10,10,10,10,10,0.7
9,7/22/17,95,10,9,9,10,10,9,0.57
7,2007-03-17,89,10,7,9,10,8,9,0.46
0,,,,,,,,,
9,2010-01-17,100,10,9,10,10,10,9,0.46
11,8/20/17,91,9,10,10,10,9,10,0.22
3,2007-09-17,93,10,10,10,10,10,9,0.12
0,,,,,,,,,
14,2008-11-17,94,10,10,10,10,10,9,0.74
16,11/19/17,88,9,8,10,10,9,9,0.78
41,10/16/17,99,10,10,10,10,10,10,2.16
47,11/30/17,96,10,10,10,10,10,9,3.13
17,11/27/17,99,10,10,10,10,10,10,2.68
19,2012-03-17,100,10,10,10,10,10,10,8.26
8,3/21/17,100,10,10,10,10,10,10,0.71
0,,,,,,,,,
33,2/23/16,90,9,10,9,10,9,9,1.05
6,10/24/16,93,9,9,10,10,10,9,0.22
20,10/14/17,80,8,8,7,8,9,7,0.99
0,,,,,,,,,
37,2/22/17,94,9,10,9,9,9,9,0.51
19,2010-02-17,85,9,8,9,9,9,8,1.27
0,,,,,,,,,
0,,,,,,,,,
13,5/28/17,82,8,9,9,9,9,7,1.38
4,8/25/16,100,10,10,10,10,10,9,0.24
2,10/17/17,100,10,10,10,10,10,10,0.41
8,8/15/17,95,10,10,10,10,8,9,0.2
1,11/26/17,100,10,10,10,10,10,10,1
5,9/17/17,100,10,10,9,10,10,10,0.64
26,10/24/17,95,9,9,10,10,9,10,2.17
11,4/23/17,93,9,8,10,10,10,9,0.63
7,2011-05-17,91,10,9,9,10,10,9,0.25
2,5/19/15,100,9,10,10,10,10,10,0.06
6,10/23/17,100,10,10,10,10,10,9,1.48
0,,,,,,,,,
12,11/13/17,100,10,10,10,10,10,9,3.36
3,10/22/17,100,10,10,9,10,10,9,0.2
7,2005-01-17,94,9,9,10,10,9,10,0.61
55,10/23/17,96,10,10,10,10,10,10,1.15
26,2010-03-16,88,9,9,10,10,10,9,1.09
11,11/27/17,100,10,10,10,10,10,9,1.63
1,2008-10-17,100,10,8,10,10,8,8,0.25
0,,,,,,,,,
14,2010-09-17,99,10,10,10,10,9,9,0.68
3,2011-12-17,87,9,9,9,9,9,8,0.49
46,2011-05-17,97,10,9,10,10,10,9,2.73
2,11/14/17,100,10,10,10,10,10,10,0.33
12,9/18/17,98,10,10,10,10,10,10,0.57
9,11/28/17,98,10,10,10,10,10,10,1.71
1,10/29/16,100,10,10,10,10,10,10,0.07
26,10/16/16,98,10,10,10,10,10,9,0.73
2,10/22/17,100,9,10,10,10,8,8,1.18
12,7/23/17,95,10,9,10,10,10,10,0.77
152,11/26/17,97,10,10,10,10,10,9,3.18
11,11/19/17,98,10,10,10,10,9,10,6.35
16,9/26/17,99,10,10,10,10,10,10,1.47
8,2003-11-17,100,10,10,10,10,10,10,0.66
0,,,,,,,,,
19,10/22/17,98,10,10,10,10,10,9,1.27
7,11/13/17,94,10,9,10,10,10,10,1.63
4,2011-01-17,95,8,10,10,10,9,8,0.4
16,11/26/17,99,10,10,10,10,9,10,0.76
8,8/26/17,98,10,10,10,10,10,10,0.51
18,11/26/17,98,10,10,10,10,10,9,0.6
0,,,,,,,,,
1,11/25/15,100,10,10,10,10,10,10,0.04
43,10/22/17,95,10,10,10,10,10,9,0.88
0,,,,,,,,,
2,2007-10-16,80,8,8,10,10,10,8,0.12
71,2012-03-17,94,10,10,10,10,9,9,2.25
16,6/16/17,99,10,10,10,10,10,10,0.59
30,8/27/17,94,10,9,10,10,10,9,0.77
4,9/23/17,100,10,10,10,10,10,10,1
2,11/26/17,90,9,10,10,9,10,9,2
4,2010-12-17,87,9,9,9,9,7,7,1.52
8,10/16/17,98,10,10,10,10,9,10,1.63
5,5/28/17,96,10,9,10,10,10,10,0.25
4,,85,9,9,9,9,10,9,1.36
49,10/15/17,93,9,9,10,10,9,9,1.03
23,4/14/17,90,9,9,10,9,8,9,1.35
2,9/17/17,100,10,10,10,10,9,10,0.69
9,10/18/17,96,10,9,10,10,10,9,1.75
3,8/28/17,100,10,10,10,10,10,10,0.66
25,2011-04-17,97,10,10,9,10,10,10,1.26
10,8/25/17,98,10,9,10,10,9,9,0.24
0,,,,,,,,,
6,2009-12-16,96,10,9,10,10,10,9,0.15
41,2010-02-17,96,10,10,10,10,9,9,1.86
0,,,,,,,,,
17,2010-08-17,98,10,10,10,10,9,10,0.81
11,9/21/17,100,10,10,10,10,10,10,0.73
9,5/30/17,91,9,9,10,10,10,9,0.44
29,11/26/17,96,10,10,10,10,9,10,0.71
4,4/29/17,90,10,10,10,10,10,9,0.13
0,,,,,,,,,
0,,,,,,,,,
1,1/28/17,,,,,,,,0.1
0,,,,,,,,,
1,7/28/17,80,10,8,,8,,,0.23
3,6/17/14,96,10,10,10,10,9,9,0.07
4,8/14/17,95,10,10,10,10,9,8,0.13
5,10/28/17,100,10,10,10,10,10,10,0.54
0,,,,,,,,,
6,2006-11-17,97,10,9,10,10,10,10,0.79
58,11/30/17,98,10,10,10,10,10,9,5.13
0,,,,,,,,,
32,2011-07-16,95,9,9,10,9,9,9,0.47
0,,,,,,,,,
4,4/16/17,100,10,10,10,10,9,10,0.27
20,11/27/17,96,10,9,10,10,9,9,1.97
4,8/15/16,,,,,,,,0.15
0,,,,,,,,,
3,10/22/17,80,10,10,9,10,9,7,1.53
30,10/23/17,97,10,10,10,10,9,9,0.68
11,2009-11-17,89,9,9,10,10,9,9,0.31
2,11/28/16,100,10,10,10,10,10,10,0.12
16,2007-05-17,94,10,9,10,9,9,9,0.85
27,10/29/17,99,10,10,10,10,10,9,0.9
3,8/28/16,100,10,10,10,10,10,9,0.15
9,2008-07-17,96,10,10,10,10,10,9,0.25
27,2010-08-17,96,10,10,10,10,10,10,0.54
14,11/13/17,95,10,10,10,10,10,9,3.31
7,10/29/17,100,10,10,10,10,10,10,2.53
5,4/24/17,100,10,10,10,10,10,10,0.56
3,8/15/17,90,10,9,10,10,10,9,0.21
1,6/26/16,100,10,10,10,10,8,10,0.06
3,5/28/17,93,10,9,9,10,9,9,0.35
2,9/17/17,80,10,10,4,8,9,8,0.73
19,2004-09-17,100,10,10,10,10,10,10,0.71
1,2006-04-17,100,10,10,,,,,0.16
14,2010-01-17,99,10,10,10,10,9,9,1.8
10,9/20/17,96,10,10,10,9,9,10,1.31
1,7/29/15,100,10,10,10,10,10,10,0.03
12,2011-05-17,100,10,10,10,10,9,10,2.9
5,8/13/17,100,9,10,9,10,9,9,0.94
2,10/20/15,100,9,10,10,10,8,9,0.06
0,,,,,,,,,
1,2012-03-17,100,10,10,10,10,10,10,1
18,9/17/17,88,8,9,10,9,8,9,1.05
3,2012-01-17,93,10,9,9,10,9,10,2.57
2,2008-06-14,90,10,10,10,10,7,9,0.05
4,6/30/17,100,10,9,10,10,7,9,0.56
18,2011-05-17,92,9,8,10,10,9,9,5.63
3,11/14/17,100,10,10,10,10,10,10,1.17
21,2009-02-17,100,10,10,10,10,9,10,0.73
0,,,,,,,,,
63,4/17/17,98,10,10,10,10,10,10,2.57
57,7/25/17,95,10,10,10,10,9,10,1.7
5,5/29/17,88,10,9,9,9,8,9,0.74
1,2003-08-16,,,,,,,,0.05
30,11/22/17,89,9,10,9,9,10,8,1.56
2,10/22/17,100,10,10,10,10,10,10,0.37
14,2011-07-17,97,10,10,10,10,10,10,0.67
17,2010-06-17,95,9,9,10,10,10,10,0.38
3,2008-05-17,93,9,8,10,10,9,9,0.69
10,11/27/17,92,9,9,9,9,9,9,6.82
0,,,,,,,,,
5,10/15/17,92,10,9,10,10,9,9,1.55
15,5/27/17,89,9,8,10,10,9,9,0.98
18,9/17/17,93,9,9,10,10,10,9,2.57
2,11/27/17,100,10,10,10,10,10,10,2
5,10/25/17,96,10,10,10,8,9,9,0.37
11,8/18/17,95,10,10,10,9,9,9,0.65
1,4/17/17,80,8,10,10,10,8,8,0.13
1,8/28/17,100,10,10,10,10,10,8,0.3
15,10/25/17,99,10,10,10,10,9,10,0.68
34,8/17/17,96,10,10,10,10,9,9,0.61
0,,,,,,,,,
0,,,,,,,,,
22,2005-01-17,97,10,10,10,10,9,9,1.47
0,,,,,,,,,
4,11/16/17,95,10,10,10,10,10,9,4
4,8/19/17,100,10,10,10,10,9,9,0.55
1,2009-10-17,100,10,10,10,10,10,10,0.34
16,2001-04-17,88,9,9,9,9,10,9,0.48
7,7/30/17,86,10,10,10,8,10,9,0.65
0,,,,,,,,,
10,2011-02-17,100,10,10,10,10,10,9,0.67
2,2004-10-17,90,9,10,10,9,10,10,0.21
3,10/18/15,93,10,10,10,10,10,9,0.09
3,10/22/17,100,10,10,10,10,10,9,0.56
1,2002-10-17,100,10,10,10,10,8,8,0.1
4,2010-08-17,100,10,10,10,10,10,10,1.09
75,11/21/17,95,9,9,10,10,10,9,1.39
0,,,,,,,,,
3,10/30/16,93,10,8,10,10,10,9,0.12
20,6/13/16,99,10,10,10,10,9,10,0.59
0,,,,,,,,,
8,2006-05-17,93,10,10,10,10,9,9,0.48
9,11/27/16,93,10,9,9,10,9,9,0.63
75,2007-11-17,87,9,9,10,9,10,9,1.73
2,2005-07-16,100,10,9,9,10,10,8,0.1
4,9/19/17,95,10,9,10,10,10,10,0.76
10,8/27/17,94,9,9,9,10,10,8,0.58
9,8/16/17,90,9,9,10,10,10,9,0.39
19,10/22/17,94,10,9,9,10,10,8,1.69
5,11/26/17,92,10,9,10,10,10,9,2.54
11,11/20/17,96,9,10,10,10,10,10,0.38
10,4/23/17,93,9,10,10,10,10,9,0.32
5,6/25/17,100,9,10,10,10,8,9,0.62
1,7/16/17,100,10,10,10,10,10,8,0.21
20,2011-05-17,93,10,8,10,9,9,9,0.45
3,2/14/16,100,10,9,10,10,10,9,0.08
2,2009-02-17,100,10,10,10,10,9,10,0.6
5,9/18/17,96,10,9,10,10,10,9,0.44
10,2003-12-17,100,10,10,10,10,9,10,0.49
2,2011-04-17,100,10,10,8,10,10,9,1.33
15,2010-03-17,100,10,9,10,10,10,10,0.54
26,10/22/17,91,9,9,9,9,10,9,0.49
2,5/28/17,100,10,10,10,10,10,10,0.3
1,2012-01-15,100,10,10,10,10,10,10,0.04
2,2010-02-16,100,10,10,10,10,10,10,0.13
322,11/26/17,93,9,9,10,10,10,9,4.9
21,10/29/17,95,10,10,10,10,9,9,0.59
6,7/17/16,96,9,10,10,10,10,10,0.13
11,7/30/16,84,9,8,10,9,10,8,0.56
7,10/13/17,97,10,9,10,10,9,9,0.34
25,2011-05-17,96,10,10,10,10,9,9,0.48
6,2001-02-17,90,9,8,8,9,9,8,0.48
0,,,,,,,,,
2,2006-01-17,100,10,10,10,9,9,10,0.29
19,10/22/17,91,9,9,10,10,10,9,0.56
4,8/21/17,80,9,8,10,10,10,8,0.83
0,,,,,,,,,
13,3/27/17,97,10,10,10,9,9,10,0.69
20,9/22/17,94,9,9,10,10,9,9,0.4
0,,,,,,,,,
27,2008-07-17,96,10,9,10,10,10,10,2.71
0,,,,,,,,,
6,2008-04-16,100,10,10,10,10,10,10,0.17
21,2005-01-17,92,10,9,10,9,9,9,0.52
6,9/25/17,93,10,9,8,10,10,9,1.3
3,10/29/17,93,9,9,10,9,9,9,1.03
7,8/18/17,89,9,9,9,9,9,8,0.42
37,2006-07-16,92,9,9,10,10,10,9,1.17
2,11/16/15,100,10,8,10,10,10,10,0.08
14,10/16/17,96,10,9,9,10,10,10,0.83
0,,,,,,,,,
0,,,,,,,,,
0,,,,,,,,,
0,,,,,,,,,
9,2006-11-17,91,10,9,9,9,10,9,0.44
3,10/15/17,100,10,10,10,10,10,8,0.99
21,2005-06-17,94,10,10,10,10,9,10,0.66
133,11/26/17,96,10,10,10,10,9,9,2.47
56,2009-03-17,99,10,10,10,10,10,10,0.68
17,8/28/17,99,10,10,10,10,9,9,1.28
0,,,,,,,,,
7,9/25/17,100,10,10,10,10,9,10,0.73
23,11/18/17,99,10,10,10,10,10,10,1.69
12,2008-02-17,75,8,6,9,9,9,7,0.23
39,2012-03-17,84,9,9,9,9,9,8,2.08
25,10/22/17,97,10,9,10,10,9,10,0.66
0,,,,,,,,,
21,7/31/17,92,10,10,9,9,9,9,1.32
1,8/18/15,100,10,10,10,10,10,10,0.04
3,2001-08-17,93,9,9,9,9,10,10,0.27
17,9/24/17,91,9,9,9,9,9,9,3.27
15,2010-01-17,96,10,10,10,10,9,10,0.55
0,,,,,,,,,
15,2012-11-16,93,10,9,10,10,9,9,1
15,11/21/17,99,10,10,10,10,10,10,0.53
2,8/23/17,100,10,10,10,10,10,10,0.53
0,,,,,,,,,
1,11/23/17,100,10,10,10,10,10,10,1
3,10/22/17,100,10,10,10,10,10,10,0.14
10,9/13/16,96,10,10,10,9,9,10,0.6
16,10/17/17,99,10,10,10,10,9,9,0.91
6,9/17/17,97,9,10,10,10,10,9,0.28
71,11/26/17,95,10,9,10,10,9,9,3.99
2,2010-09-17,100,10,10,10,10,10,10,0.46
1,11/13/16,100,8,10,10,10,10,10,0.08
2,2008-04-17,100,10,10,10,10,10,10,0.41
3,2008-05-16,93,10,10,10,8,10,9,0.18
5,8/23/17,90,10,8,10,10,10,10,0.36
22,9/14/17,96,10,9,10,10,10,9,0.89
1,12/31/15,80,10,6,8,8,10,8,0.04
9,2010-11-17,91,10,8,10,10,8,8,0.44
10,2009-09-17,92,8,8,7,8,9,9,2.11
21,2008-02-17,97,9,9,10,10,9,9,0.48
1,4/30/17,100,10,10,8,8,10,8,0.14
37,4/30/17,97,10,10,10,10,9,10,2.13
128,2012-01-17,98,10,10,10,10,10,10,2.48
12,2011-05-17,94,9,10,10,10,9,9,1.49
9,2011-09-17,98,10,9,10,10,10,9,0.56
36,10/29/17,91,10,9,10,10,9,9,1.71
11,8/29/17,100,10,10,10,10,10,9,0.47
6,2/26/17,90,8,9,9,8,10,8,0.53
6,8/19/17,93,10,10,10,10,9,10,0.47
0,,,,,,,,,
0,,,,,,,,,
6,2009-11-16,83,9,8,10,10,9,9,0.19
2,7/26/17,90,9,9,9,9,9,9,0.26
1,11/27/17,100,10,10,10,10,10,10,1
0,,,,,,,,,
0,,,,,,,,,
42,9/17/17,97,10,10,10,10,9,10,1.18
14,9/25/17,94,10,9,10,10,9,9,0.37
0,,,,,,,,,
133,11/23/17,92,10,9,10,10,9,9,6.24
13,2001-03-16,94,9,10,9,9,9,9,0.3
0,,,,,,,,,
5,2008-10-17,96,10,9,10,10,10,10,0.21
18,11/19/17,96,10,10,9,10,9,9,0.69
12,2008-07-17,98,10,9,10,10,10,10,0.54
10,11/26/17,94,10,9,10,10,9,9,2.46
36,2010-01-17,89,9,9,10,10,9,9,0.74
6,11/19/17,97,10,10,9,10,8,9,2.09
4,5/28/17,100,10,10,10,10,8,9,0.45
8,11/30/17,100,10,10,10,10,9,10,5.71
15,10/31/17,96,10,10,10,10,9,9,2.18
14,11/30/17,76,7,9,9,9,8,8,1.62
2,11/19/17,100,10,10,10,10,8,10,2
0,,,,,,,,,
1,1/30/17,100,10,10,10,10,10,10,0.09
0,,,,,,,,,
4,2007-10-17,95,10,9,10,10,9,9,0.15
7,2010-01-17,71,7,7,7,8,7,6,1.6
0,,,,,,,,,
0,,,,,,,,,
0,,,,,,,,,
7,2008-11-16,94,9,9,9,10,9,9,0.17
5,6/19/16,100,10,10,10,10,10,10,0.24
2,8/15/16,90,8,8,9,9,8,9,0.12
2,7/30/15,70,7,5,10,10,10,6,0.07
15,10/29/17,92,9,8,9,9,9,9,0.37
6,2011-03-17,90,10,9,9,9,9,9,1.5
6,6/27/17,84,9,7,8,8,8,8,0.26
5,11/18/17,88,9,8,10,10,8,9,1.17
15,2003-12-17,99,10,10,10,10,9,10,0.37
35,11/27/17,97,10,10,10,10,10,10,2
3,7/30/17,100,10,9,10,10,10,10,0.17
19,11/15/17,94,9,9,9,10,10,9,4.63
0,,,,,,,,,
42,11/28/17,98,10,10,10,10,9,10,14.32
27,8/27/16,97,9,9,10,10,9,10,0.98
1,7/17/17,100,10,10,10,10,8,8,0.21
9,2011-12-17,98,10,10,10,10,9,10,1.4
0,,,,,,,,,
79,2007-05-17,99,10,10,10,10,10,10,3.16
3,9/18/17,,,,,,,,1.14
6,11/19/17,100,10,10,10,10,9,10,0.88
117,11/27/17,86,9,9,9,9,9,8,5.28
0,,,,,,,,,
44,11/20/17,99,10,10,10,10,10,10,1.66
3,11/27/17,93,10,9,10,10,10,9,1.13
2,7/27/16,100,10,9,10,10,10,10,0.12
44,8/15/17,90,9,9,9,10,10,9,1.62
27,9/22/17,98,10,10,10,10,10,9,0.53
50,10/24/17,95,10,9,9,10,10,9,0.97
282,2012-01-17,99,10,10,10,10,10,10,4.63
39,10/19/17,93,10,10,10,10,10,10,1.94
18,10/29/16,88,10,9,10,10,10,9,0.36
56,10/13/17,97,10,9,10,10,10,9,0.97
23,9/19/17,99,10,10,10,10,10,9,0.93
110,11/27/17,91,9,10,9,9,10,9,5.03
51,11/28/17,100,10,10,10,10,10,10,6.19
1,9/14/15,80,8,8,10,10,10,8,0.04
1,9/29/15,80,10,10,10,10,8,10,0.04
2,2009-07-17,100,10,8,10,10,10,10,0.03
0,,,,,,,,,
5,6/27/17,96,10,9,10,9,10,10,0.84
10,9/18/17,98,10,10,10,10,10,10,0.65
30,2009-08-17,97,10,9,10,10,10,9,0.67
1,2/28/16,80,8,6,10,10,10,8,0.05
33,11/27/17,93,10,9,10,10,10,9,3.2
34,2009-02-16,97,10,9,9,10,10,9,0.66
10,4/18/17,88,10,10,8,9,9,9,0.61
9,4/21/17,100,10,10,10,10,10,10,0.6
19,10/16/17,100,10,10,10,10,10,10,1.39
102,2012-02-17,98,10,10,10,10,10,10,3.93
19,2009-10-17,86,9,10,9,9,9,9,2.23
0,,,,,,,,,
9,2010-05-17,87,10,8,8,8,10,9,2.33
0,,,,,,,,,
311,2011-04-17,93,10,9,10,9,10,9,6.86
141,11/22/17,97,10,9,10,10,10,10,4.64
12,2011-12-17,93,9,9,10,10,10,9,3.53
15,11/26/17,96,10,10,9,9,10,9,1.72
3,11/20/17,100,10,10,10,10,10,10,2.43
0,,,,,,,,,
16,11/19/17,98,10,10,10,10,10,9,4.36
9,10/15/17,98,10,10,10,10,10,9,1.12
120,11/26/17,97,10,10,10,10,10,9,1.78
34,2/21/16,88,9,8,9,9,10,9,0.79
0,,,,,,,,,
1,3/25/16,,,,,,,,0.05
31,2011-12-17,77,8,8,9,8,10,7,4.41
5,7/30/16,100,10,10,10,10,10,10,0.17
6,1/29/17,84,10,9,10,10,10,8,0.36
3,10/23/17,93,10,9,9,10,10,10,0.36
22,7/17/17,96,10,10,10,10,10,9,0.35
15,7/23/17,100,10,10,10,10,10,10,0.54
32,2012-01-17,90,9,10,9,9,10,8,0.81
26,8/13/17,91,9,9,10,10,10,9,0.46
42,5/31/17,93,9,9,10,10,10,9,1.3
162,2001-02-17,98,10,10,10,10,10,9,1.82
4,6/13/17,95,8,10,10,10,10,9,0.63
15,9/23/15,92,10,10,10,10,10,9,0.34
14,2002-11-17,91,9,9,9,9,10,10,0.81
0,,,,,,,,,
0,,,,,,,,,
36,2009-07-17,96,10,9,10,9,10,9,0.73
3,6/23/15,87,9,10,9,9,9,8,0.1
16,10/23/17,96,10,10,10,10,10,9,1.02
2,8/21/16,50,5,5,5,9,9,5,0.13
2,10/28/17,80,10,7,10,10,10,7,1.33
17,5/16/16,100,10,10,10,10,10,10,0.45
25,5/28/17,96,10,10,10,10,10,9,0.57
9,11/18/17,91,9,9,10,10,10,9,1.89
2,10/16/15,100,10,10,10,10,10,10,0.07
113,11/19/17,99,10,10,10,10,10,10,3.69
17,3/20/17,85,10,8,10,9,10,9,1.1
0,,,,,,,,,
3,11/26/17,93,10,10,10,9,10,9,3
20,9/22/17,83,9,7,9,9,10,8,0.49
83,10/23/17,95,10,10,10,10,10,9,2.69
19,10/23/17,96,10,10,10,10,9,9,2.78
1,8/30/16,100,10,10,10,10,10,10,0.06
28,7/17/17,96,9,9,10,10,9,9,1.23
0,,,,,,,,,
10,2011-05-17,96,10,9,10,10,9,9,1.29
0,,,,,,,,,
4,2009-12-16,95,10,8,10,10,9,10,0.17
0,,,,,,,,,
0,,,,,,,,,
46,2005-02-17,95,10,9,10,10,9,9,0.8
0,,,,,,,,,
11,2010-09-16,87,10,9,9,10,8,9,0.55
17,6/27/16,93,9,9,10,9,9,10,0.39
0,,,,,,,,,
29,10/29/17,97,10,10,10,10,9,9,1.47
10,11/19/17,98,10,10,10,10,10,10,3.7
48,2007-10-17,96,10,9,10,10,10,10,1.99
4,7/16/17,80,9,7,9,9,9,9,0.25
3,8/28/17,100,10,10,10,10,10,10,0.7
29,2010-01-17,97,10,10,10,10,9,10,1.08
89,6/26/17,89,9,8,9,9,9,9,1.21
1,10/23/17,100,10,10,10,10,10,10,0.7
0,,,,,,,,,
7,8/17/17,83,9,8,10,10,9,9,0.42
5,2010-10-17,95,10,8,10,10,10,10,0.4
52,10/29/17,96,10,10,10,10,9,9,1.35
2,8/26/16,80,9,7,7,7,8,9,0.13
11,5/28/17,98,10,10,10,10,8,9,0.53
5,9/24/17,96,10,10,10,10,10,9,0.95
2,11/28/16,90,8,10,10,10,10,9,0.16
41,2010-05-17,95,10,10,10,10,10,9,2.89
42,11/19/17,96,10,10,10,10,9,9,1.25
5,9/17/17,100,10,10,10,10,9,10,0.34
5,2009-08-17,100,10,10,10,10,10,10,0.21
0,,,,,,,,,
5,7/16/17,100,10,9,10,10,10,10,0.75
13,9/16/17,89,9,9,9,9,10,9,0.41
0,,,,,,,,,
8,8/14/17,97,9,10,10,10,10,10,1
55,11/26/17,96,10,9,10,10,9,9,3.91
7,7/19/17,100,10,10,10,10,10,9,1.1
11,2/19/17,87,9,8,9,9,10,9,0.57
0,,,,,,,,,
32,8/24/17,99,10,10,10,10,10,10,0.77
19,10/20/14,96,10,9,10,10,10,9,0.37
38,11/24/17,95,10,9,10,10,10,9,0.67
3,8/13/17,100,10,9,9,10,10,9,0.18
20,11/19/17,94,9,9,9,9,10,9,1.09
17,2009-09-17,91,10,10,10,10,9,9,0.52
179,11/26/17,94,10,10,10,10,10,9,8.39
13,2011-05-17,97,10,10,10,10,10,9,1.9
69,2011-05-17,98,10,10,10,10,10,10,2.91
55,7/15/17,98,10,9,10,10,10,9,1.27
